   0.030804  0.125599  0.274001  0.396807  0.022650  0.181000  0.010000
   0.014819  0.128469  0.222107  0.428020 -0.000214  0.182412  0.010000
  -0.001399  0.129314  0.166711  0.452482 -0.023074  0.180946  0.010000
  -0.017595  0.128119  0.108685  0.469808 -0.045571  0.176628  0.010000
  -0.033514  0.124903  0.048946  0.479726 -0.067349  0.169523  0.010000
  -0.048904  0.119718 -0.011566  0.482077 -0.088065  0.159745  0.010000
  -0.063523  0.112645 -0.071895  0.476826 -0.107392  0.147448  0.010000
  -0.077140  0.103795 -0.131090  0.464056 -0.125025  0.132826  0.010000
  -0.089541  0.093308 -0.188218  0.443967 -0.140687  0.116109  0.010000
  -0.100530  0.081350 -0.242378  0.416876 -0.154130  0.097560  0.010000
  -0.109933  0.068109 -0.292715  0.383211 -0.165142  0.077474  0.010000
  -0.117602  0.053793 -0.338436  0.343502 -0.173550  0.056165  0.010000
  -0.123417  0.038630 -0.378819  0.298376 -0.179221  0.033970  0.010000
  -0.127285  0.022857 -0.413229  0.248545 -0.182065  0.011240  0.010000
  -0.129146  0.006723 -0.441121  0.194794 -0.182038 -0.011667  0.010000
  -0.128971 -0.009516 -0.462057  0.137970 -0.179141 -0.034391  0.010000
  -0.126761 -0.025605 -0.475706  0.078971 -0.173418 -0.056572  0.010000
  -0.122552 -0.041291 -0.481852  0.018727 -0.164960 -0.077861  0.010000
  -0.116411 -0.056325 -0.480400 -0.041813 -0.153901 -0.097922  0.010000
  -0.108434 -0.070471 -0.471371 -0.101693 -0.140414 -0.116438  0.010000
  -0.098746 -0.083506 -0.454909 -0.159970 -0.124713 -0.133119  0.010000
  -0.087502 -0.095223 -0.431272 -0.215724 -0.107046 -0.147700  0.010000
  -0.074877 -0.105439 -0.400834 -0.268075 -0.087690 -0.159952  0.010000
  -0.061071 -0.113992 -0.364075 -0.316199 -0.066951 -0.169681  0.010000
  -0.046303 -0.120748 -0.321574 -0.359337 -0.045157 -0.176734  0.010000
  -0.030804 -0.125599 -0.274001 -0.396807 -0.022650 -0.181000  0.010000
  -0.014819 -0.128469 -0.222107 -0.428020  0.000214 -0.182412  0.010000
   0.001399 -0.129314 -0.166711 -0.452482  0.023074 -0.180946  0.010000
   0.017595 -0.128119 -0.108685 -0.469808  0.045571 -0.176628  0.010000
   0.033514 -0.124903 -0.048946 -0.479726  0.067349 -0.169523  0.010000
   0.048904 -0.119718  0.011566 -0.482077  0.088065 -0.159745  0.010000
   0.063523 -0.112645  0.071895 -0.476826  0.107392 -0.147448  0.010000
   0.077140 -0.103795  0.131090 -0.464056  0.125025 -0.132826  0.010000
   0.089541 -0.093308  0.188218 -0.443967  0.140687 -0.116109  0.010000
   0.100530 -0.081350  0.242378 -0.416876  0.154130 -0.097560  0.010000
   0.109933 -0.068109  0.292715 -0.383211  0.165142 -0.077474  0.010000
   0.117602 -0.053793  0.338436 -0.343502  0.173550 -0.056165  0.010000
   0.123417 -0.038630  0.378819 -0.298376  0.179221 -0.033970  0.010000
   0.127285 -0.022857  0.413229 -0.248545  0.182065 -0.011240  0.010000
   0.129146 -0.006723  0.441121 -0.194794  0.182038  0.011667  0.010000
   0.128971  0.009516  0.462057 -0.137970  0.179141  0.034391  0.010000
   0.126761  0.025605  0.475706 -0.078971  0.173418  0.056572  0.010000
   0.122552  0.041291  0.481852 -0.018727  0.164960  0.077861  0.010000
   0.116411  0.056325  0.480400  0.041813  0.153901  0.097922  0.010000
   0.108434  0.070471  0.471371  0.101693  0.140414  0.116438  0.010000
   0.098746  0.083506  0.454909  0.159970  0.124713  0.133119  0.010000
   0.087502  0.095223  0.431272  0.215724  0.107046  0.147700  0.010000
   0.074877  0.105439  0.400834  0.268075  0.087690  0.159952  0.010000
   0.061071  0.113992  0.364075  0.316199  0.066951  0.169681  0.010000
   0.046303  0.120748  0.321574  0.359337  0.045157  0.176734  0.010000
   0.030804 -0.125599  0.274001 -0.396807  0.022650 -0.181000  0.010000
   0.046303 -0.120748  0.321574 -0.359337  0.045157 -0.176734  0.010000
   0.061071 -0.113992  0.364075 -0.316199  0.066951 -0.169681  0.010000
   0.074877 -0.105439  0.400834 -0.268075  0.087690 -0.159952  0.010000
   0.087502 -0.095223  0.431272 -0.215724  0.107046 -0.147700  0.010000
   0.098746 -0.083506  0.454909 -0.159970  0.124713 -0.133119  0.010000
   0.108434 -0.070471  0.471371 -0.101693  0.140414 -0.116438  0.010000
   0.116411 -0.056325  0.480400 -0.041813  0.153901 -0.097922  0.010000
   0.122552 -0.041291  0.481852  0.018727  0.164960 -0.077861  0.010000
   0.126761 -0.025605  0.475706  0.078971  0.173418 -0.056572  0.010000
   0.128971 -0.009516  0.462057  0.137970  0.179141 -0.034391  0.010000
   0.129146  0.006723  0.441121  0.194794  0.182038 -0.011667  0.010000
   0.127285  0.022857  0.413229  0.248545  0.182065  0.011240  0.010000
   0.123417  0.038630  0.378819  0.298376  0.179221  0.033970  0.010000
   0.117602  0.053793  0.338436  0.343502  0.173550  0.056165  0.010000
   0.109933  0.068109  0.292715  0.383211  0.165142  0.077474  0.010000
   0.100530  0.081350  0.242378  0.416876  0.154130  0.097560  0.010000
   0.089541  0.093308  0.188218  0.443967  0.140687  0.116109  0.010000
   0.077140  0.103795  0.131090  0.464056  0.125025  0.132826  0.010000
   0.063523  0.112645  0.071895  0.476826  0.107392  0.147448  0.010000
   0.048904  0.119718  0.011566  0.482077  0.088065  0.159745  0.010000
   0.033514  0.124903 -0.048946  0.479726  0.067349  0.169523  0.010000
   0.017595  0.128119 -0.108685  0.469808  0.045571  0.176628  0.010000
   0.001399  0.129314 -0.166711  0.452482  0.023074  0.180946  0.010000
  -0.014819  0.128469 -0.222107  0.428020  0.000214  0.182412  0.010000
  -0.030804  0.125599 -0.274001  0.396807 -0.022650  0.181000  0.010000
  -0.046303  0.120748 -0.321574  0.359337 -0.045157  0.176734  0.010000
  -0.061071  0.113992 -0.364075  0.316199 -0.066951  0.169681  0.010000
  -0.074877  0.105439 -0.400834  0.268075 -0.087690  0.159952  0.010000
  -0.087502  0.095223 -0.431272  0.215724 -0.107046  0.147700  0.010000
  -0.098746  0.083506 -0.454909  0.159970 -0.124713  0.133119  0.010000
  -0.108434  0.070471 -0.471371  0.101693 -0.140414  0.116438  0.010000
  -0.116411  0.056325 -0.480400  0.041813 -0.153901  0.097922  0.010000
  -0.122552  0.041291 -0.481852 -0.018727 -0.164960  0.077861  0.010000
  -0.126761  0.025605 -0.475706 -0.078971 -0.173418  0.056572  0.010000
  -0.128971  0.009516 -0.462057 -0.137970 -0.179141  0.034391  0.010000
  -0.129146 -0.006723 -0.441121 -0.194794 -0.182038  0.011667  0.010000
  -0.127285 -0.022857 -0.413229 -0.248545 -0.182065 -0.011240  0.010000
  -0.123417 -0.038630 -0.378819 -0.298376 -0.179221 -0.033970  0.010000
  -0.117602 -0.053793 -0.338436 -0.343502 -0.173550 -0.056165  0.010000
  -0.109933 -0.068109 -0.292715 -0.383211 -0.165142 -0.077474  0.010000
  -0.100530 -0.081350 -0.242378 -0.416876 -0.154130 -0.097560  0.010000
  -0.089541 -0.093308 -0.188218 -0.443967 -0.140687 -0.116109  0.010000
  -0.077140 -0.103795 -0.131090 -0.464056 -0.125025 -0.132826  0.010000
  -0.063523 -0.112645 -0.071895 -0.476826 -0.107392 -0.147448  0.010000
  -0.048904 -0.119718 -0.011566 -0.482077 -0.088065 -0.159745  0.010000
  -0.033514 -0.124903  0.048946 -0.479726 -0.067349 -0.169523  0.010000
  -0.017595 -0.128119  0.108685 -0.469808 -0.045571 -0.176628  0.010000
  -0.001399 -0.129314  0.166711 -0.452482 -0.023074 -0.180946  0.010000
   0.014819 -0.128469  0.222107 -0.428020 -0.000214 -0.182412  0.010000
