   0.000000  0.000000  0.243900  0.305300  0.000000  0.000000  0.010000
   0.724800 -0.025300  0.033700  0.742600  0.206000  0.253800  0.710544
   0.158300  0.355000 -0.129700  0.367600  0.138300  0.175000  0.137386
   0.338600  0.222700  0.369400 -0.075600  0.067900  0.082600  0.142169




































































































