0.860671       -0.402177	0.401487	0.860992	0.108537	0.075138	0.930000
0.094957        0.237023	-0.000995	0.002036	-0.746911	0.047343	0.020000
0.150288        0.000000	0.000000	0.146854	-0.563199	0.032007	0.030000
0.324279        0.005846	-0.002163	0.001348	-0.557936	-0.139735	0.020000
