   0.787879  0.242424 -0.424242  0.859848  1.758647  1.408065  0.896000
  -0.121212  0.151515  0.257576  0.053030 -6.721654  1.377236  0.052174
   0.181818  0.090909 -0.136364  0.181818  6.086107  1.568035  0.052174
