   0.050000  0.000000  0.000000  0.600000  0.000000  0.000000  0.028000
   0.050000  0.000000  0.000000 -0.500000  0.000000  1.000000  0.023256
   0.459627  0.385673 -0.321394  0.383022  0.000000  0.600000  0.279070
   0.469846  0.171010 -0.153909  0.422862  0.000000  1.100000  0.209302
   0.433013 -0.250000  0.275000  0.476314  0.000000  1.000000  0.255814
   0.421325 -0.353533  0.257115  0.306418  0.000000  0.700000  0.204651

