0.935567   0.164966   -0.164966	0.935567	0.000000	0.000000	0.919682
0.100000   0.000000   0.000000	0.100000	0.750000	-0.750000	0.020080
0.100000   0.000000   0.000000	0.100000	-0.750000	0.750000	0.020080
0.100000   0.000000   0.000000	0.100000	0.750000	0.750000	0.020080
0.100000   0.000000   0.000000	0.100000	-0.750000	-0.750000	0.020080

