 0.333333  0.000000  0.000000  0.333333  0.000000  0.000000  0.031250
0.000000  0.333333 -0.333333 0.000000  0.000000  0.000000  0.031250
-0.333333 0.000000   0.000000 -0.333333  0.000000  0.000000  0.031250
 0.000000 -0.333333  0.333333  0.000000  0.000000  0.000000  0.031250
 0.333333  0.000000  0.000000 -0.333333  0.000000  0.000000  0.031250
0.000000  0.333333  0.333333  0.000000  0.000000  0.000000  0.031250
-0.333333 0.000000   0.000000 0.333333  0.000000  0.000000  0.031250
 0.000000 -0.333333 -0.333333 0.000000  0.000000  0.000000  0.031250
 0.166667  0.288675 -0.288675  0.166667  0.333333  0.000000  0.031250
-0.288675  0.166667 -0.166667 -0.288675 0.000000  0.333333  0.031250
-0.166667 -0.288675  0.288675 -0.166667 -0.333333 0.000000  0.031250
 0.288675 -0.166667  0.166667  0.288675  0.000000 -0.333333  0.031250
 0.166667 -0.288675 -0.288675 -0.166667  0.333333  0.000000  0.031250
 0.288675  0.166667  0.166667 -0.288675 0.000000  0.333333  0.031250
-0.166667  0.288675  0.288675  0.166667 -0.333333 0.000000  0.031250
-0.288675 -0.166667 -0.166667  0.288675  0.000000 -0.333333  0.031250
 0.166667 -0.288675  0.288675  0.166667  0.500000  0.288675  0.031250
 0.288675  0.166667 -0.166667  0.288675 -0.288675  0.500000  0.031250
-0.166667  0.288675 -0.288675 -0.166667 -0.500000 -0.288675  0.031250
-0.288675 -0.166667  0.166667 -0.288675  0.288675 -0.500000  0.031250
 0.166667  0.288675  0.288675 -0.166667  0.500000 -0.288675  0.031250
-0.288675  0.166667  0.166667  0.288675  0.288675  0.500000  0.031250
-0.166667 -0.288675 -0.288675  0.166667 -0.500000  0.288675  0.031250
 0.288675 -0.166667 -0.166667 -0.288675 -0.288675 -0.500000  0.031250
 0.333333  0.000000  0.000000  0.333333  0.666667  0.000000  0.031250
0.000000  0.333333 -0.333333 0.000000 0.000000  0.666667  0.031250
-0.333333 0.000000   0.000000 -0.333333 -0.666667 0.000000  0.031250
 0.000000 -0.333333  0.333333  0.000000  0.000000 -0.666667  0.031250
 0.333333  0.000000  0.000000 -0.333333  0.666667  0.000000  0.031250
0.000000  0.333333  0.333333  0.000000 0.000000  0.666667  0.031250
-0.333333 0.000000   0.000000 0.333333 -0.666667 0.000000  0.031250
 0.000000 -0.333333 -0.333333 0.000000  0.000000 -0.666667  0.031250

