   0.000000 -0.429000  0.053000  0.000000 -7.083000  5.430000  0.093165
   0.143000  0.000000  0.000000 -0.053000 -5.619000  8.513000  0.031055
   0.143000  0.000000  0.000000  0.083000 -5.619000  2.057000  0.048633
   0.000000  0.429000  0.053000  0.000000 -3.952000  5.430000  0.093165
   0.119000  0.000000  0.000000  0.053000 -2.555000  4.536000  0.025843
  -0.012381  0.423819 -0.064972  0.001898 -1.226000  5.235000  0.112734
   0.085229  0.420449  0.050633  0.015663 -0.421000  4.569000  0.081760
   0.104432  0.057052  0.005291  0.052735  0.976000  8.113000  0.021329
  -0.008142  0.423922 -0.041794  0.004160  1.934000  5.370000  0.072457
   0.093000  0.000000  0.000000  0.053000  0.861000  4.536000  0.020197
   0.000000 -0.429000  0.053000  0.000000  2.447000  5.430000  0.093165
   0.119000  0.000000  0.000000 -0.053000  3.363000  8.513000  0.025843
   0.119000  0.000000  0.000000  0.053000  3.363000  1.487000  0.025843
   0.000000  0.429000  0.053000  0.000000  3.972000  4.569000  0.093165
   0.123998  0.000691 -0.001840  0.062973  6.275000  7.716000  0.032001
   0.000000  0.167000  0.053000  0.000000  5.215000  6.483000  0.036267
   0.071000  0.000000  0.000000  0.053000  6.279000  5.298000  0.015419
   0.000000 -0.238000 -0.053000  0.000000  6.805000  3.714000  0.051686
  -0.121000  0.000000  0.000000  0.053000  5.941000  1.487000  0.026277
